    0.000000000    0.464505137    0.464525558
    0.031495435    0.464555832    0.464532234
    0.062990871    0.464599767    0.464538826
    0.094486306    0.464622465    0.464545101
    0.125981742    0.464617488    0.464550941
    0.157477177    0.464588961    0.464556385
    0.188972612    0.464550063    0.464561619
    0.220468048    0.464518035    0.464566902
    0.251963483    0.464507605    0.464572466
    0.283458919    0.464525324    0.464578431
    0.314954354    0.464566999    0.464584755
    0.346449790    0.464619223    0.464591249
    0.377945225    0.464664452    0.464597647
    0.409440660    0.464687701    0.464603710
    0.440936096    0.464682304    0.464609312
    0.472431531    0.464652532    0.464614491
    0.503926967    0.464612030    0.464619436
    0.535422402    0.464578656    0.464624412
    0.566917837    0.464567662    0.464629663
    0.598413273    0.464585828    0.464635313
    0.629908708    0.464628799    0.464641320
    0.661404144    0.464682677    0.464647489
    0.692899579    0.464729279    0.464653544
    0.724395014    0.464753081    0.464659233
    0.755890450    0.464747186    0.464664421
    0.787385885    0.464716040    0.464669144
    0.818881321    0.464673804    0.464673596
    0.850376756    0.464638999    0.464678052
    0.881872191    0.464627432    0.464682765
    0.913367627    0.464646112    0.464687867
    0.944863062    0.464690499    0.464693316
    0.976358498    0.464746154    0.464698908
    1.007853933    0.464794208    0.464704352
    1.039349369    0.464818563    0.464709381
    1.070844804    0.464812094    0.464713849
    1.102340239    0.464779445    0.464717790
    1.133835675    0.464735341    0.464721400
    1.165331110    0.464699014    0.464724967
    1.196826546    0.464686859    0.464728755
    1.228321981    0.464706120    0.464732905
    1.259817416    0.464752040    0.464737371
    1.291312852    0.464809596    0.464741939
    1.322808287    0.464859181    0.464746301
    1.354303723    0.464884093    0.464750167
    1.385799158    0.464876969    0.464753380
    1.417294593    0.464842682    0.464755964
    1.448790029    0.464796567    0.464758124
    1.480285464    0.464758616    0.464760157
    1.511780900    0.464745848    0.464762343
    1.543276335    0.464765745    0.464764827
    1.574771770    0.464813313    0.464767562
    1.606267206    0.464872893    0.464770317
    1.637762641    0.464924091    0.464772760
    1.669258077    0.464949566    0.464774577
    1.700753512    0.464941707    0.464775589
    1.732248948    0.464905640    0.464775813
    1.763744383    0.464857354    0.464775455
    1.795239818    0.464817659    0.464774827
    1.826735254    0.464804233    0.464774220
    1.858230689    0.464824809    0.464773786
    1.889726125    0.464874131    0.464773471
    1.921221560    0.464935861    0.464773022
    1.952716995    0.464988761    0.464772073
    1.984212431    0.465014804    0.464770277
    2.015707866    0.465006126    0.464767426
    2.047203302    0.464968119    0.464763521
